hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2
0, 0.29701, 522.999, -180, 0, 0
0, 0.29801, 523, 180, 0, 0
0, 0.29801, 523, 180, 0, 0
0, 0.29901, 523, 180, 0, 0
0, 0.29901, 523, 180, 0, 0
0, 0.30001, 523, -180, 0, 0
0, 0.30001, 523, -180, 0, 0
0, 0.30101, 523, 180, 0, 0
0, 0.30101, 523, 180, 0, 0
0, 0.30201, 523, -180, 0, 0
0, 0.30201, 523, -180, 0, 0
0, 0.30301, 523, 180, 0, 0
0, 0.30301, 523, 180, 0, 0
0, 0.30401, 523.006, 179.999, 0, 0
0, 0.30401, 523.006, 179.999, 0, 0
0, 0.30501, 522.999, -180, 0, 0
0, 0.30501, 522.999, -180, 0, 0
0, 0.30601, 523, 180, 0, 0
0, 0.30601, 523, 180, 0, 0
0, 0.30701, 523, 180, 0, 0
0, 0.30701, 523, 180, 0, 0
0, 0.30801, 523, -180, 0, 0
0, 0.30801, 523, -180, 0, 0
0, 0.30901, 523, 180, 0, 0
0, 0.30901, 523, 180, 0, 0
0, 0.31001, 523, -180, 0, 0
0, 0.31001, 523, -180, 0, 0
0, 0.31101, 523, 180, 0, 0
0, 0.31101, 523, 180, 0, 0
0, 0.31201, 523.006, 179.999, 0, 0
0, 0.31201, 523.006, 179.999, 0, 0
0, 0.31301, 522.999, -180, 0, 0
0, 0.31301, 522.999, -180, 0, 0
0, 0.31401, 523, 180, 0, 0
0, 0.31401, 523, 180, 0, 0
0, 0.31501, 523, 180, 0, 0
0, 0.31501, 523, 180, 0, 0
0, 0.31601, 523, -180, 0, 0
0, 0.31601, 523, -180, 0, 0
0, 0.31701, 523, 180, 0, 0
0, 0.31701, 523, 180, 0, 0
0, 0.31801, 523, -180, 0, 0
0, 0.31801, 523, -180, 0, 0
0, 0.31901, 523, 180, 0, 0
0, 0.31901, 523, 180, 0, 0
0, 0.32001, 523.007, 179.999, 0, 0
0, 0.32001, 523.007, 179.999, 0, 0
0, 0.32101, 522.999, -180, 0, 0
0, 0.32101, 522.999, -180, 0, 0
0, 0.32201, 523, 180, 0, 0
0, 0.32201, 523, 180, 0, 0
0, 0.32301, 523, 180, 0, 0
0, 0.32301, 523, 180, 0, 0
0, 0.32401, 523, -180, 0, 0
0, 0.32401, 523, -180, 0, 0
0, 0.32501, 523, 180, 0, 0
